chr left right
C19orf84 chr19 51891543 51893828
CTD-2616J11.14 chr19 51897742 51906904
SIGLEC10 chr19 51913275 51921057
CTD-2616J11.3 chr19 51917552 51918219
CTD-2616J11.2 chr19 51918978 51920679
SIGLEC12 chr19 51994611 52005043
SIGLEC6 chr19 52022779 52035110
CTD-3073N11.9 chr19 52022985 52023514
ZNF175 chr19 52074551 52092991
AC018755.1 chr19 52095036 52097630
AC018755.17 chr19 52102542 52103723
SIGLEC5 chr19 52114781 52150151
SIGLEC14 chr19 52145806 52150054
SPACA6P-AS chr19 52188616 52196709
HAS1 chr19 52216365 52227247
FPR1 chr19 52248425 52307363
FPR2 chr19 52255279 52273779
FPR3 chr19 52298416 52329442
ZNF577 chr19 52359055 52394203
CTC-429C10.2 chr19 52391278 52403716
ZNF649 chr19 52392477 52408293
ZNF613 chr19 52430400 52452012
HCCAT3 chr19 52452387 52484620
ZNF350 chr19 52467596 52490109
ZNF615 chr19 52494585 52511483
ZNF614 chr19 52516018 52533493
ZNF432 chr19 52534632 52598991
ZNF841 chr19 52567719 52599018
ZNF616 chr19 52616344 52643175
CTC-471J1.9 chr19 52645879 52647409
ZNF836 chr19 52657117 52674896
CTD-2525I3.2 chr19 52674411 52680255
PPP2R1A chr19 52693292 52730687
CTD-2525I3.3 chr19 52725478 52734547
ZNF766 chr19 52772824 52795977
CTD-2525I3.5 chr19 52788033 52801173
ZNF480 chr19 52800430 52829175
CTD-2525I3.6 chr19 52803946 52848482
ZNF610 chr19 52839498 52871031
ZNF880 chr19 52873170 52889048
ZNF528 chr19 52901102 52921665
ZNF534 chr19 52932440 52955568
ZNF578 chr19 52956829 53015407
ZNF808 chr19 53030905 53067717
ZNF701 chr19 53059075 53090427
CTD-3099C6.7 chr19 53079136 53088814
ZNF83 chr19 53097313 53193749
ZNF611 chr19 53206066 53238326
ZNF600 chr19 53267448 53290044
ZNF28 chr19 53300662 53360853
ZNF468 chr19 53341261 53360902
ZNF320 chr19 53367043 53400946
ZNF888 chr19 53418449 53426723
CTD-2331H12.7 chr19 53426635 53427328
ZNF816 chr19 53430388 53466164
CTD-2620I22.3 chr19 53510765 53516433
ZNF160 chr19 53569859 53606689
ZNF415 chr19 53611132 53636330
ZNF347 chr19 53627325 53662328
CTD-2620I22.7 chr19 53638190 53638575
ZNF665 chr19 53662466 53696639
CTD-2245F17.2 chr19 53665681 53666816
CTD-2245F17.3 chr19 53700364 53714268
ZNF677 chr19 53731577 53758151
CTD-2245F17.6 chr19 53743928 53745166
VN1R2 chr19 53761545 53765090
ZNF845 chr19 53837002 53858122
ZNF525 chr19 53868946 53895470
ZNF765 chr19 53893046 53930574
ZNF813 chr19 53970989 54006950
ZNF331 chr19 54024235 54083523
CTB-167G5.5 chr19 54102882 54106751
MIR519A2 chr19 54265215 54267453
MIR371B chr19 54290851 54291423
AC008753.4 chr19 54292036 54292422
NLRP12 chr19 54296857 54327648
AC008753.6 chr19 54357835 54372361
AC008440.10 chr19 54368017 54369394
MYADM chr19 54369477 54379691
AC008440.5 chr19 54377880 54379303
PRKCG chr19 54382444 54410906
CACNG8 chr19 54466294 54493469
VSTM1 chr19 54544079 54567207
TARM1 chr19 54573149 54584634
OSCAR chr19 54597933 54606000
NDUFA3 chr19 54606036 54612564
TFPT chr19 54610320 54619055
PRPF31 chr19 54618837 54635140
AC012314.8 chr19 54622891 54628722
CNOT3 chr19 54641444 54659419
LENG1 chr19 54658899 54663620
TMC4 chr19 54663846 54676944
MBOAT7 chr19 54677107 54693733
TSEN34 chr19 54693789 54697585
CTD-3093M3.1 chr19 54697731 54698394
AC012314.20 chr19 54703321 54703838
RPS9 chr19 54704610 54752862
LILRB3 chr19 54720147 54746602
LILRA6 chr19 54720737 54746649
CTB-83J4.1 chr19 54728395 54728753
CTD-2337J16.1 chr19 54753289 54753907
LILRB5 chr19 54754263 54761164
LILRB2 chr19 54777675 54785039
LILRA3 chr19 54799854 54809952
LILRA5 chr19 54818353 54824409
LILRA4 chr19 54844456 54850421
CTD-2587H19.1 chr19 54862991 54864894
LAIR1 chr19 54865362 54882165
TTYH1 chr19 54926393 54948080
AC008746.3 chr19 54941832 54945878
CTD-2587H19.3 chr19 54949192 54949528
AC008746.12 chr19 54949847 54950362
LENG8-AS1 chr19 54955991 54960223
LENG8 chr19 54960065 54973217
LENG9 chr19 54972981 54974894
CDC42EP5 chr19 54976210 54984411
LAIR2 chr19 55009100 55021897
KIR3DX1 chr19 55043909 55057053
LILRA2 chr19 55084387 55099027
LILRB1 chr19 55085346 55148979
CTB-83J4.2 chr19 55100906 55101752
LILRA1 chr19 55105047 55113555
AC009892.10 chr19 55147173 55150343
LILRB4 chr19 55155340 55181810
KIR3DL1 chr19 55235969 55378448
KIR3DL3 chr19 55235984 55248003
KIR2DL4 chr19 55236002 55325972
KIR2DL3 chr19 55249980 55295776
KIR2DL1 chr19 55281263 55295774
KIR3DL2 chr19 55361898 55378662
FCAR chr19 55385704 55401838
CTB-61M7.2 chr19 55402039 55402786
NCR1 chr19 55417508 55427508
NLRP7 chr19 55434877 55477680
CTC-550B14.8 chr19 55463002 55463961
NLRP2 chr19 55464498 55512510
CTC-550B14.7 chr19 55517561 55559454
GP6 chr19 55525073 55549632
RDH13 chr19 55550476 55582659
EPS8L1 chr19 55583388 55599291
PPP1R12C chr19 55602281 55628927
TNNT1 chr19 55644162 55660722
TNNI3 chr19 55663137 55669141
DNAAF3 chr19 55670031 55678090
CTD-2587H24.5 chr19 55670307 55688908
SYT5 chr19 55682567 55691809
PTPRH chr19 55692616 55720874
CTD-2587H24.10 chr19 55728028 55732984
TMEM86B chr19 55738007 55741647
AC010327.2 chr19 55738587 55741647
PPP6R1 chr19 55741148 55770363
HSPBP1 chr19 55773599 55791749
BRSK1 chr19 55793440 55823901
CTD-2105E13.14 chr19 55823397 55823863
TMEM150B chr19 55824169 55845416
SUV420H2 chr19 55851221 55859488
COX6B2 chr19 55860674 55866182
CTD-2105E13.6 chr19 55863669 55870884
IL11 chr19 55875757 55881831
CTD-2105E13.15 chr19 55888947 55889493
TMEM238 chr19 55890613 55895966
RPL28 chr19 55896713 55914612
CTD-2105E13.13 chr19 55911113 55911787
UBE2S chr19 55912652 55919145
SHISA7 chr19 55940107 55954230
ISOC2 chr19 55964352 55973710
CTD-2537I9.16 chr19 55987350 55987849
ZNF628 chr19 55987699 55995854
NAT14 chr19 55996371 55998935
SSC5D chr19 55999771 56030465
CTD-2537I9.5 chr19 56088136 56088780
ZNF579 chr19 56088899 56092211
FIZ1 chr19 56102746 56113336
ZNF524 chr19 56111388 56114504
ZNF865 chr19 56116771 56128635
ZNF784 chr19 56132108 56135967
ZNF580 chr19 56146382 56154835
ZNF581 chr19 56146825 56156988
CCDC106 chr19 56152428 56164527
U2AF2 chr19 56165512 56186081
CTD-2537I9.12 chr19 56173267 56186081
EPN1 chr19 56186592 56221224
AC010525.4 chr19 56205484 56205924
AC010525.6 chr19 56207251 56209196
AC010525.7 chr19 56207681 56208795
NLRP9 chr19 56219798 56249768
RFPL4A chr19 56270380 56274541
RFPL4AL1 chr19 56280507 56284545
NLRP11 chr19 56296770 56348166
NLRP4 chr19 56347944 56393220
NLRP8 chr19 56459198 56499995
NLRP5 chr19 56511092 56573179
CTD-2621I17.6 chr19 56578050 56590167
ZNF787 chr19 56598732 56632649
ZNF444 chr19 56643968 56672262
ZSCAN5B chr19 56700939 56709289
ZSCAN5A chr19 56732681 56879752
AC006116.20 chr19 56784138 56821819
AC006116.17 chr19 56826072 56852656
AC006116.21 chr19 56865862 56879422
ZNF582 chr19 56887413 56904914
AC006116.12 chr19 56898781 56899793
ZNF582-AS1 chr19 56905025 56910541
ZNF583 chr19 56909335 56947404
ZNF667 chr19 56950694 56989434
ZNF667-AS1 chr19 56988619 57012035
ZNF471 chr19 57019212 57041590
AC005498.3 chr19 57047525 57049944
ZFP28 chr19 57050317 57068169
AC007228.11 chr19 57056935 57078780
ZNF470 chr19 57078880 57100279
ZNF71 chr19 57106632 57137849
SMIM17 chr19 57154513 57167134
ZNF835 chr19 57174020 57183151
AC007228.5 chr19 57183636 57196021
AC007228.9 chr19 57183942 57185269
AC006115.3 chr19 57202054 57311014
ZIM2 chr19 57285920 57352097
PEG3 chr19 57321445 57352096
MIMT1 chr19 57352270 57359924
USP29 chr19 57630506 57643294
ZIM3 chr19 57645464 57656570
ZNF264 chr19 57702868 57724724
AURKC chr19 57742377 57746916
ZNF805 chr19 57751973 57766503
CTC-444N24.8 chr19 57772722 57774106
CTC-444N24.6 chr19 57778588 57791702
ZNF460 chr19 57791419 57804937
CTC-444N24.11 chr19 57815673 57819930
ZNF543 chr19 57831877 57842144
CTC-444N24.13 chr19 57862216 57863380
ZNF304 chr19 57862675 57871266
ZNF547 chr19 57874845 57890933
TRAPPC2P1 chr19 57874879 57876721
ZNF548 chr19 57901218 57912786
AC003002.6 chr19 57901252 57931362
AC004076.7 chr19 57905551 57949825
ZNF17 chr19 57922531 57933307
ZNF749 chr19 57946697 57956853
AC004076.9 chr19 57949338 57988904
VN1R1 chr19 57966542 57967854
ZNF772 chr19 57978031 57988938
AC003005.2 chr19 57989017 57994364
ZNF419 chr19 57999079 58006048
ZNF773 chr19 58011283 58029772
ZNF549 chr19 58038693 58068910
ZNF550 chr19 58046625 58071231
ZNF416 chr19 58082934 58090295
ZIK1 chr19 58089824 58105145
ZNF530 chr19 58111253 58124090
ZNF134 chr19 58125601 58134724
AC003682.16 chr19 58136400 58138318
ZNF211 chr19 58141761 58154147
ZSCAN4 chr19 58180303 58190520
ZNF551 chr19 58193337 58228669
AC004017.1 chr19 58203868 58204128
ZNF154 chr19 58208735 58220579
ZNF671 chr19 58231119 58238992
ZNF776 chr19 58258164 58269527
ZNF586 chr19 58281023 58331307
ZNF552 chr19 58315209 58326281
CTD-2583A14.10 chr19 58331087 58370309
ZNF587B chr19 58331099 58370018
ZNF814 chr19 58360099 58400442
ZNF587 chr19 58361225 58376480
ZNF417 chr19 58411664 58427978
ZNF418 chr19 58433252 58446761
ZNF256 chr19 58452201 58459043
C19orf18 chr19 58469805 58485902
ZNF606 chr19 58488421 58514717
CTD-2368P22.1 chr19 58513429 58522600
ZSCAN1 chr19 58545400 58565999
ZNF135 chr19 58570607 58597677
ZSCAN18 chr19 58595205 58629794
ZNF329 chr19 58637619 58666477
ZNF274 chr19 58694396 58724928
ZNF544 chr19 58739960 58788815
CTD-3138B18.4 chr19 58740831 58798173
CTD-3138B18.5 chr19 58768639 58790174
AC010642.1 chr19 58790332 58826563
ZSCAN22 chr19 58838385 58853698
A1BG chr19 58856544 58864865
A1BG-AS1 chr19 58859117 58866549
ZNF497 chr19 58865723 58874214
CTD-2619J13.9 chr19 58869365 58870969
CTD-2619J13.3 chr19 58873951 58877958
ZNF837 chr19 58878985 58892427
RPS5 chr19 58897767 58906173
AC012313.1 chr19 58907457 58908407
CTD-2619J13.13 chr19 58911588 58912046
ZNF584 chr19 58912871 58929694
CTD-2619J13.14 chr19 58915605 58919851
CTD-2619J13.16 chr19 58929927 58930677
CTD-2619J13.17 chr19 58939999 58942515
ZNF132 chr19 58944181 58951589
CTD-2619J13.19 chr19 58951815 58957216
ZNF324B chr19 58962971 58969200
ZNF324 chr19 58978423 58984945
ZNF446 chr19 58985384 58992597
CTD-2619J13.23 chr19 58986722 58987130
SLC27A5 chr19 58990879 59023780
ZBTB45 chr19 59024897 59050278
TRIM28 chr19 59055458 59062089
CHMP2A chr19 59062933 59066491
UBE2M chr19 59067079 59070327
AC016629.8 chr19 59070496 59086164
MZF1 chr19 59073298 59084942
AC016629.3 chr19 59105263 59110722
RPS4Y1 chrY 2709527 2800041
ZFY chrY 2803112 2850547
ZFY-AS1 chrY 2834885 2870667
LINC00278 chrY 2870953 2970313
AC010084.1 chrY 3904538 3968361
PCDH11Y chrY 4868267 5610265
SLC9B1P1 chrY 13496241 13524717
TTTY15 chrY 14774265 14804162
USP9Y chrY 14813160 14972764
DDX3Y chrY 15016019 15032390
UTY chrY 15360259 15592553
TMSB4Y chrY 15815447 15817904
NLGN4Y chrY 16634518 16957530
FAM224B chrY 19664680 19691634
FAM224A chrY 20488139 20515096
TTTY14 chrY 21034387 21239302
RP11-424G14.1 chrY 21853827 21856492
KDM5D chrY 21865751 21906825
TTTY10 chrY 22627554 22681114
EIF1AY chrY 22737611 22755040
RPS4Y2 chrY 22918050 22942918
RP11-65G9.1 chrY 23200175 23206610
CYorf17 chrY 23544840 23548246
LINC00266-4P chrY 27524447 27540866
LA16c-83F12.6 chr22 16199666 16231333
KB-67B5.17 chr22 17001949 17008127
CCT8L2 chr22 17071667 17073700
TPTEP1 chr22 17082777 17179632
KB-7G2.9 chr22 17097060 17098004
AC005301.8 chr22 17227759 17229535
XKR3 chr22 17264302 17302589
AC007064.24 chr22 17350368 17352016
GAB4 chr22 17442826 17489112
CECR7 chr22 17517460 17541715
AC006946.16 chr22 17548711 17551565
AC006946.17 chr22 17561591 17562346
IL17RA chr22 17565844 17596583
CECR6 chr22 17597189 17602257
AC006946.15 chr22 17602476 17612994
CECR5 chr22 17618401 17646177
CECR5-AS1 chr22 17640274 17646335
CECR1 chr22 17660194 17702879
CECR2 chr22 17840837 18037850
SLC25A18 chr22 18043139 18073760
AC004019.13 chr22 18062923 18071958
ATP6V1E1 chr22 18074902 18111584
BCL2L13 chr22 18111621 18213388
BID chr22 18216906 18257536
LINC00528 chr22 18260088 18262247
MICAL3 chr22 18270415 18507325
XXbac-B476C20.17 chr22 18512151 18520734
XXbac-B476C20.9 chr22 18559293 18561650
PEX26 chr22 18560689 18613905
TUBA8 chr22 18593097 18629321
USP18 chr22 18632666 18660164
AC008132.13 chr22 18834324 18848562
DGCR6 chr22 18893541 18901751
PRODH chr22 18900294 18924066
DGCR5 chr22 18958027 19018755
DGCR9 chr22 19005347 19007761
DGCR2 chr22 19023795 19109967
AC004471.9 chr22 19109042 19112016
AC004471.10 chr22 19111822 19115962
DGCR14 chr22 19117792 19132197
AC004463.6 chr22 19158908 19160352
SLC25A1 chr22 19163095 19166343
CLTCL1 chr22 19166986 19279239
HIRA chr22 19318221 19435224
C22orf39 chr22 19338891 19435755
MRPL40 chr22 19419425 19423598
AC000068.5 chr22 19435416 19437628
UFD1L chr22 19437433 19466738
AC000068.9 chr22 19441702 19442128
AC000068.10 chr22 19444026 19444485
CDC45 chr22 19466982 19508135
CLDN5 chr22 19510547 19515068
SEPT5 chr22 19701987 19712295
TBX1 chr22 19744226 19771116
GNB1L chr22 19770747 19842462
C22orf29 chr22 19833661 19842419
TXNRD2 chr22 19863040 19929341
COMT chr22 19929130 19957498
ARVCF chr22 19957419 20004331
TANGO2 chr22 20004537 20053449
AC006547.13 chr22 20050503 20058066
AC006547.15 chr22 20052075 20053228
DGCR8 chr22 20067755 20099400
AC006547.8 chr22 20098344 20099398
TRMT2A chr22 20099389 20104915
RANBP1 chr22 20103461 20114878
ZDHHC8 chr22 20116979 20135530
AC006547.14 chr22 20135950 20138399
XXbac-B444P24.8 chr22 20186252 20192441
LINC00896 chr22 20193920 20196047
RTN4R chr22 20228938 20270769
DGCR6L chr22 20301799 20307603
XXbac-B444P24.14 chr22 20308262 20308726
XXbac-B33L19.3 chr22 20326328 20350457
XXbac-B33L19.4 chr22 20330726 20331888
GGTLC3 chr22 20366206 20368028
AC023490.2 chr22 20377669 20378803
AC023490.1 chr22 20378814 20380440
RIMBP3 chr22 20456003 20461786
AC011718.2 chr22 20632023 20661407
FAM230A chr22 20692438 20716938
USP41 chr22 20704868 20745048
ZNF74 chr22 20748405 20762745
SCARF2 chr22 20778874 20792146
KLHL22 chr22 20783528 20850170
MED15 chr22 20850200 20941919
AC007050.17 chr22 20876357 20878157
PI4KA chr22 21061979 21213705
AC007308.6 chr22 21077335 21080208
SERPIND1 chr22 21128167 21142008
SNAP29 chr22 21213271 21245506
AC007308.7 chr22 21243494 21245502
CRKL chr22 21271714 21308037
XXbac-B135H6.15 chr22 21311380 21318967
AIFM3 chr22 21319396 21335649
LZTR1 chr22 21333751 21353327
XXbac-B135H6.18 chr22 21335650 21336044
THAP7 chr22 21353393 21356485
THAP7-AS1 chr22 21356175 21364631
AC002472.1 chr22 21358030 21360736
P2RX6 chr22 21364097 21383119
SLC7A4 chr22 21383007 21387129
AC002472.13 chr22 21400249 21418457
KB-1592A4.15 chr22 21468896 21478740
POM121L7 chr22 21477050 21482352
GGT2 chr22 21562262 21581926
FAM230C chr22 21655279 21679331
HIC2 chr22 21771693 21805752
TMEM191C chr22 21820712 21825558
RIMBP3C chr22 21899646 21905750
UBE2L3 chr22 21903736 21978323
YDJC chr22 21982378 21984353
CCDC116 chr22 21987005 21991616
KB-1440D3.14 chr22 21995133 21995573
SDF2L1 chr22 21996550 21998587
PPIL2 chr22 22006559 22054304
YPEL1 chr22 22051833 22090123
MAPK1 chr22 22108789 22221970
PPM1F chr22 22273793 22307209
LL22NC03-86G7.1 chr22 22292609 22297799
TOP3B chr22 22311397 22337213
VPREB1 chr22 22599087 22599927
LL22NC03-2H8.5 chr22 22638312 22641586
LL22NC03-2H8.4 chr22 22648098 22649159
ZNF280B chr22 22838767 22863505
PRAME chr22 22890123 22901768
LL22NC03-63E9.3 chr22 22901750 22909007
GGTLC2 chr22 22988780 22990368
IGLL5 chr22 23229960 23238287
RTDR1 chr22 23401593 23487208
GNAZ chr22 23412540 23467224
RAB36 chr22 23487513 23506537
BCR chr22 23521891 23660224
AP000343.2 chr22 23668803 23670680
AP000344.3 chr22 23775751 23777258
AP000345.1 chr22 23804273 23829167
IGLL1 chr22 23915312 23922495
KB-208E9.1 chr22 23923067 23926046
C22orf43 chr22 23950639 23974508
RGL4 chr22 24030323 24041363
LL22NC03-N27C7.1 chr22 24080865 24081476
ZNF70 chr22 24083769 24093279
VPREB3 chr22 24094930 24096655
C22orf15 chr22 24105208 24108048
CHCHD10 chr22 24108021 24110630
MMP11 chr22 24110413 24126503
SMARCB1 chr22 24129150 24176703
DERL3 chr22 24176690 24181315
KB-1125A3.11 chr22 24198614 24199226
SLC2A11 chr22 24198890 24228496
AP000350.10 chr22 24204375 24237410
MIF chr22 24236191 24237414
AP000350.4 chr22 24236613 24241117
AP000350.5 chr22 24243619 24249255
DDTL chr22 24309089 24314721
KB-226F1.2 chr22 24311400 24312062
DDT chr22 24313554 24322660
KB-226F1.1 chr22 24375562 24376211
GSTT1 chr22 24376133 24384680
CABIN1 chr22 24407642 24574596
SUSD2 chr22 24577227 24585078
GGT5 chr22 24615622 24641110
SPECC1L chr22 24666786 24813708
SPECC1L-ADORA2A chr22 24666866 24838324
ADORA2A chr22 24813847 24838328
ADORA2A-AS1 chr22 24825178 24891042
UPB1 chr22 24863206 24924358
AP000355.2 chr22 24912476 24914354
GUCD1 chr22 24936406 24951903
SNRPD3 chr22 24951471 25005947
GGT1 chr22 24979718 25024972
FAM211B chr22 24981588 24989175
PIWIL3 chr22 25115001 25170687
SGSM1 chr22 25202236 25323545
TMEM211 chr22 25331077 25342662
KIAA1671 chr22 25348697 25593415
CTA-221G9.11 chr22 25498407 25508659
CRYBB3 chr22 25595817 25603330
CTA-221G9.7 chr22 25608709 25609652
CRYBB2 chr22 25615489 25627836
RP3-462D8.2 chr22 25675496 25678641
LRP5L chr22 25747385 25801344
CTA-246H3.12 chr22 25830291 25831037
CTA-390C10.9 chr22 25832279 25832882
CTA-407F11.8 chr22 25957084 25960429
ADRBK2 chr22 25960816 26125261
CTA-407F11.7 chr22 25976208 25977349
MYO18B chr22 26138111 26427007
CTA-796E4.4 chr22 26557876 26559180
SEZ6L chr22 26565440 26779562
ASPHD2 chr22 26825239 26840981
HPS4 chr22 26839389 26879803
SRRD chr22 26879843 26890624
TFIP11 chr22 26887191 26908471
CTA-445C9.14 chr22 26908503 26910534
CTA-445C9.15 chr22 26917949 26921002
TPST2 chr22 26921458 26992681
CRYBB1 chr22 26995242 27014052
CRYBA4 chr22 27017928 27026636
MIAT chr22 27042392 27072438
CTA-373H7.7 chr22 27063656 27068617
CTA-211A9.5 chr22 27068730 27176170
RP1-90L6.2 chr22 27254597 27261749
RP1-90L6.3 chr22 27299255 27316574
RP5-1172A22.1 chr22 27617310 27620688
MN1 chr22 28144265 28197486
PITPNB chr22 28247657 28316122
TTC28 chr22 28374004 29075853
CHEK2 chr22 29083731 29138410
HSCB chr22 29138019 29153503
CCDC117 chr22 29168662 29185283
XBP1 chr22 29190543 29196585
CTA-292E10.6 chr22 29196671 29244547
ZNRF3 chr22 29279580 29453475
ZNRF3-AS1 chr22 29420987 29427464
C22orf31 chr22 29454660 29457832
KREMEN1 chr22 29469066 29564321
EMID1 chr22 29601840 29655586
RHBDD3 chr22 29655841 29664198
CTA-984G1.5 chr22 29656878 29658026
EWSR1 chr22 29663998 29696515
GAS2L1 chr22 29702572 29708774
RASL10A chr22 29708922 29715668
AP1B1 chr22 29723669 29819168
RFPL1S chr22 29832818 29874164
RFPL1 chr22 29834572 29838444
NEFH chr22 29876219 29887379
THOC5 chr22 29901868 29951205
NIPSNAP1 chr22 29950797 29977326
NF2 chr22 29999545 30094587
RP1-76B20.11 chr22 30101245 30115848
CABP7 chr22 30116073 30127828
ZMAT5 chr22 30126945 30163000
UQCR10 chr22 30163358 30166402
ASCC2 chr22 30184597 30234271
MTMR3 chr22 30279144 30426855
CTA-85E5.10 chr22 30404731 30476469
HORMAD2 chr22 30476163 30573064
LIF chr22 30636436 30642840
RP1-102K2.8 chr22 30641984 30642987
OSM chr22 30658818 30662829
GATSL3 chr22 30681106 30685616
RP1-130H16.18 chr22 30681227 30695471
TBC1D10A chr22 30687979 30723035
SF3A1 chr22 30727977 30752936
CCDC157 chr22 30752624 30774647
RP1-130H16.16 chr22 30770930 30773862
RNF215 chr22 30773835 30817760
SEC14L2 chr22 30792846 30821305
RP4-539M6.19 chr22 30805244 30824977
KIAA1658 chr22 30814212 30814469
MTFP1 chr22 30821518 30825045
RP4-539M6.22 chr22 30831531 30832234
SEC14L3 chr22 30843946 30868036
SEC14L4 chr22 30884900 30901698
SEC14L6 chr22 30918786 30942669
GAL3ST1 chr22 30950622 30970574
PES1 chr22 30972612 31003070
TCN2 chr22 31002825 31023265
SLC35E4 chr22 31031639 31065003
DUSP18 chr22 31048038 31063877
OSBP2 chr22 31089769 31303811
MORC2-AS1 chr22 31318295 31328436
MORC2 chr22 31321117 31364284
TUG1 chr22 31366663 31375381
RP3-430N8.11 chr22 31372501 31374834
RP3-430N8.10 chr22 31373502 31373844
SMTN chr22 31460091 31500743
RP3-412A9.16 chr22 31478142 31479551
SELM chr22 31500758 31516055
INPP5J chr22 31518717 31530682
PLA2G3 chr22 31530795 31536593
RNF185 chr22 31556168 31603005
RNF185-AS1 chr22 31601250 31601602
LIMK2 chr22 31608225 31676066
PIK3IP1 chr22 31677579 31688520
RP3-400N23.6 chr22 31688485 31734007
PATZ1 chr22 31721790 31742218
AC005003.1 chr22 31742875 31744670
DRG1 chr22 31795509 31924726
EIF4ENIF1 chr22 31832963 31892094
RP11-247I13.11 chr22 31850237 31860190
SFI1 chr22 31884674 32014572
PISD chr22 32014477 32058418
PRR14L chr22 32072242 32146126
DEPDC5 chr22 32149944 32303012
C22orf24 chr22 32329507 32341504
YWHAH chr22 32340447 32353590
CTA-342B11.1 chr22 32359344 32366387
CTA-342B11.2 chr22 32366810 32369462
RP1-127L4.7 chr22 32537254 32539259
C22orf42 chr22 32544993 32555309
RFPL2 chr22 32586422 32600718
RP1-90G24.10 chr22 32601102 32665653
SLC5A4 chr22 32614465 32651328
RP1-90G24.6 chr22 32669407 32673173
RP1-90G24.11 chr22 32680670 32681118
RFPL3 chr22 32750872 32757148
RFPL3S chr22 32755893 32778039
RP1-149A16.3 chr22 32772651 32780330
RTCB chr22 32783569 32808242
BPIFC chr22 32809834 32860471
FBXO7 chr22 32870663 32894818
SYN3 chr22 32908539 33454358
TIMP3 chr22 33197687 33259030
RP1-302D9.1 chr22 33501369 33502045
LARGE chr22 33558212 34318829
SC22CB-1D7.1 chr22 33716851 33718799
LL22NC03-32F9.1 chr22 34318410 34318754
RP1-272J12.1 chr22 35318599 35468259
CTA-714B7.5 chr22 35515817 35627049
HMGXB4 chr22 35653445 35691800
RP3-510H16.3 chr22 35694831 35695534
